message,level,source,method,time
 Sell Price 0.00423502
Buy Price  0.00419708,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_32_47
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_18_32_47
Mon Feb 16 18:32:47 UTC 2015 coinbase btc 237.19 USD 0.00423502 0.00419708 { feed : coinbase - price : 237.19}  { feed : bitcoinaverage - price : 235.46}  { feed : blockchain - price : 236.08}  { feed : btce - price : 232.9}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_32_47
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_18_35_01
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_18_38_01
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_18_39_55
 Sell Price 0.00424612
Buy Price  0.00420808,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_39_55
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_18_39_55
Mon Feb 16 18:39:55 UTC 2015 coinbase btc 236.57 USD 0.00424612 0.00420808 { feed : coinbase - price : 236.57}  { feed : bitcoinaverage - price : 235.64}  { feed : blockchain - price : 236.91}  { feed : btce - price : 232.79}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_39_55
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_18_40_55
 Sell Price 0.00423377
Buy Price  0.00419584,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_40_55
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_18_40_55
Mon Feb 16 18:40:55 UTC 2015 coinbase btc 237.26 USD 0.00423377 0.00419584 { feed : coinbase - price : 237.26}  { feed : bitcoinaverage - price : 235.54}  { feed : blockchain - price : 236.89}  { feed : btce - price : 232.79}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_40_55
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_18_41_02
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_18_41_56
 Sell Price 0.00425007
Buy Price  0.00421199,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_41_56
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_18_41_56
Mon Feb 16 18:41:56 UTC 2015 coinbase btc 236.35 USD 0.00425007 0.00421199 { feed : coinbase - price : 236.35}  { feed : bitcoinaverage - price : 235.66}  { feed : blockchain - price : 236.89}  { feed : btce - price : 232.79}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_41_56
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_18_42_57
 Sell Price 0.0042411
Buy Price  0.0042031,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_42_57
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_18_42_57
Mon Feb 16 18:42:57 UTC 2015 coinbase btc 236.85 USD 0.0042411 0.0042031 { feed : coinbase - price : 236.85}  { feed : bitcoinaverage - price : 235.79}  { feed : blockchain - price : 236.89}  { feed : btce - price : 232.8}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_42_57
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_18_44_03
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_18_44_59
 Sell Price 0.00423199
Buy Price  0.00419407,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_44_59
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_18_44_59
Mon Feb 16 18:44:59 UTC 2015 coinbase btc 237.36 USD 0.00423199 0.00419407 { feed : coinbase - price : 237.36}  { feed : bitcoinaverage - price : 235.67}  { feed : blockchain - price : 236.89}  { feed : btce - price : 233.137}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_44_59
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_18_47_04
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_18_50_05
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_18_51_05
 Sell Price 0.00422594
Buy Price  0.00418807,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_51_05
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_18_51_05
Mon Feb 16 18:51:05 UTC 2015 coinbase btc 237.7 USD 0.00422594 0.00418807 { feed : coinbase - price : 237.7}  { feed : bitcoinaverage - price : 236.19}  { feed : blockchain - price : 236.77}  { feed : btce - price : 233.794}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_51_05
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_18_53_06
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_18_55_09
 Sell Price 0.00420489
Buy Price  0.00416721,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_55_09
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_18_55_09
Mon Feb 16 18:55:09 UTC 2015 coinbase btc 238.89 USD 0.00420489 0.00416721 { feed : coinbase - price : 238.89}  { feed : bitcoinaverage - price : 237.49}  { feed : blockchain - price : 237.0}  { feed : btce - price : 234.123}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_55_09
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_18_56_07
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_18_56_10
 Sell Price 0.00421247
Buy Price  0.00417473,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_56_10
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_18_56_10
Mon Feb 16 18:56:10 UTC 2015 coinbase btc 238.46 USD 0.00421247 0.00417473 { feed : coinbase - price : 238.46}  { feed : bitcoinaverage - price : 237.41}  { feed : blockchain - price : 237.22}  { feed : btce - price : 234.31}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_18_56_10
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_18_59_08
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_00_14
 Sell Price 0.00422309
Buy Price  0.00418526,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_00_14
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_00_14
Mon Feb 16 19:00:14 UTC 2015 coinbase btc 237.86 USD 0.00422309 0.00418526 { feed : coinbase - price : 237.86}  { feed : bitcoinaverage - price : 237.07}  { feed : blockchain - price : 238.18}  { feed : btce - price : 234.4}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_00_14
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_02_09
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_05_10
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_05_19
 Sell Price 0.00423092
Buy Price  0.00419301,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_05_19
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_05_19
Mon Feb 16 19:05:19 UTC 2015 coinbase btc 237.42 USD 0.00423092 0.00419301 { feed : coinbase - price : 237.42}  { feed : bitcoinaverage - price : 236.0}  { feed : blockchain - price : 236.9}  { feed : btce - price : 233.541}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_05_19
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_06_20
 Sell Price 0.00423699
Buy Price  0.00419903,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_06_20
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_06_20
Mon Feb 16 19:06:20 UTC 2015 coinbase btc 237.08 USD 0.00423699 0.00419903 { feed : coinbase - price : 237.08}  { feed : bitcoinaverage - price : 236.37}  { feed : blockchain - price : 236.9}  { feed : btce - price : 234.39}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_06_20
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_07_21
 Sell Price 0.00423021
Buy Price  0.00419231,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_07_21
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_07_21
Mon Feb 16 19:07:21 UTC 2015 coinbase btc 237.46 USD 0.00423021 0.00419231 { feed : coinbase - price : 237.46}  { feed : bitcoinaverage - price : 236.33}  { feed : blockchain - price : 236.9}  { feed : btce - price : 234.4}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_07_21
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_08_11
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_08_22
 Sell Price 0.00423627
Buy Price  0.00419832,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_08_22
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_08_22
Mon Feb 16 19:08:22 UTC 2015 coinbase btc 237.12 USD 0.00423627 0.00419832 { feed : coinbase - price : 237.12}  { feed : bitcoinaverage - price : 236.81}  { feed : blockchain - price : 236.9}  { feed : btce - price : 234.376}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_08_22
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_09_23
 Sell Price 0.00422665
Buy Price  0.00418878,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_09_23
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_09_23
Mon Feb 16 19:09:23 UTC 2015 coinbase btc 237.66 USD 0.00422665 0.00418878 { feed : coinbase - price : 237.66}  { feed : bitcoinaverage - price : 236.88}  { feed : blockchain - price : 236.9}  { feed : btce - price : 234.431}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_09_23
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_10_25
 Sell Price 0.0042327
Buy Price  0.00419478,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_10_25
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_10_25
Mon Feb 16 19:10:25 UTC 2015 coinbase btc 237.32 USD 0.0042327 0.00419478 { feed : coinbase - price : 237.32}  { feed : bitcoinaverage - price : 236.7}  { feed : blockchain - price : 236.9}  { feed : btce - price : 234.5}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_10_25
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_11_13
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_11_25
 Sell Price 0.00422629
Buy Price  0.00418843,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_11_25
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_11_25
Mon Feb 16 19:11:25 UTC 2015 coinbase btc 237.68 USD 0.00422629 0.00418843 { feed : coinbase - price : 237.68}  { feed : bitcoinaverage - price : 236.73}  { feed : blockchain - price : 237.2}  { feed : btce - price : 234.5}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_11_25
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_13_27
 Sell Price 0.00423895
Buy Price  0.00420097,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_13_27
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_13_27
Mon Feb 16 19:13:27 UTC 2015 coinbase btc 236.97 USD 0.00423895 0.00420097 { feed : coinbase - price : 236.97}  { feed : bitcoinaverage - price : 237.05}  { feed : blockchain - price : 237.2}  { feed : btce - price : 234.68}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_13_27
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_14_13
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_15_29
 Sell Price 0.00423181
Buy Price  0.0041939,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_15_29
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_15_29
Mon Feb 16 19:15:29 UTC 2015 coinbase btc 237.37 USD 0.00423181 0.0041939 { feed : coinbase - price : 237.37}  { feed : bitcoinaverage - price : 236.94}  { feed : blockchain - price : 237.0}  { feed : btce - price : 234.1}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_15_29
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_16_30
 Sell Price 0.00423949
Buy Price  0.00420151,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_16_30
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_16_30
Mon Feb 16 19:16:30 UTC 2015 coinbase btc 236.94 USD 0.00423949 0.00420151 { feed : coinbase - price : 236.94}  { feed : bitcoinaverage - price : 237.07}  { feed : blockchain - price : 237.13}  { feed : btce - price : 234.5}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_16_30
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_17_14
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_18_32
 Sell Price 0.00422398
Buy Price  0.00418614,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_18_32
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_18_32
Mon Feb 16 19:18:32 UTC 2015 coinbase btc 237.81 USD 0.00422398 0.00418614 { feed : coinbase - price : 237.81}  { feed : bitcoinaverage - price : 236.75}  { feed : blockchain - price : 237.13}  { feed : btce - price : 233.92}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_18_32
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_19_34
 Sell Price 0.00424684
Buy Price  0.00420879,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_19_34
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_19_34
Mon Feb 16 19:19:34 UTC 2015 coinbase btc 236.53 USD 0.00424684 0.00420879 { feed : coinbase - price : 236.53}  { feed : bitcoinaverage - price : 236.82}  { feed : blockchain - price : 237.13}  { feed : btce - price : 233.92}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_19_34
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_20_15
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_20_34
 Sell Price 0.00423128
Buy Price  0.00419337,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_20_34
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_20_34
Mon Feb 16 19:20:34 UTC 2015 coinbase btc 237.4 USD 0.00423128 0.00419337 { feed : coinbase - price : 237.4}  { feed : bitcoinaverage - price : 236.86}  { feed : blockchain - price : 236.51}  { feed : btce - price : 233.967}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_20_34
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_21_35
 Sell Price 0.00424271
Buy Price  0.0042047,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_21_35
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_21_35
Mon Feb 16 19:21:35 UTC 2015 coinbase btc 236.76 USD 0.00424271 0.0042047 { feed : coinbase - price : 236.76}  { feed : bitcoinaverage - price : 236.9}  { feed : blockchain - price : 237.13}  { feed : btce - price : 234.5}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_21_35
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_22_36
 Sell Price 0.00423021
Buy Price  0.00419231,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_22_36
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_22_36
Mon Feb 16 19:22:36 UTC 2015 coinbase btc 237.46 USD 0.00423021 0.00419231 { feed : coinbase - price : 237.46}  { feed : bitcoinaverage - price : 236.91}  { feed : blockchain - price : 237.2}  { feed : btce - price : 234.071}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_22_36
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_23_16
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_23_37
 Sell Price 0.00422363
Buy Price  0.00418578,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_23_37
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_23_37
Mon Feb 16 19:23:37 UTC 2015 coinbase btc 237.83 USD 0.00422363 0.00418578 { feed : coinbase - price : 237.83}  { feed : bitcoinaverage - price : 236.83}  { feed : blockchain - price : 237.2}  { feed : btce - price : 234.4}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_23_37
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_26_17
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_26_40
 Sell Price 0.00422967
Buy Price  0.00419178,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_26_40
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_26_40
Mon Feb 16 19:26:40 UTC 2015 coinbase btc 237.49 USD 0.00422967 0.00419178 { feed : coinbase - price : 237.49}  { feed : bitcoinaverage - price : 236.93}  { feed : blockchain - price : 237.2}  { feed : btce - price : 233.631}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_26_40
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_28_42
 Sell Price 0.00421689
Buy Price  0.00417911,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_28_42
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_28_42
Mon Feb 16 19:28:42 UTC 2015 coinbase btc 238.21 USD 0.00421689 0.00417911 { feed : coinbase - price : 238.21}  { feed : bitcoinaverage - price : 236.81}  { feed : blockchain - price : 237.94}  { feed : btce - price : 234.496}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_28_42
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_29_20
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_32_19
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_32_46
 Sell Price 0.00422594
Buy Price  0.00418807,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_32_46
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_32_46
Mon Feb 16 19:32:46 UTC 2015 coinbase btc 237.7 USD 0.00422594 0.00418807 { feed : coinbase - price : 237.7}  { feed : bitcoinaverage - price : 237.01}  { feed : blockchain - price : 237.94}  { feed : btce - price : 233.803}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_32_46
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_35_20
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_35_49
 Sell Price 0.00423413
Buy Price  0.00419619,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_35_49
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_35_49
Mon Feb 16 19:35:49 UTC 2015 coinbase btc 237.24 USD 0.00423413 0.00419619 { feed : coinbase - price : 237.24}  { feed : bitcoinaverage - price : 236.94}  { feed : blockchain - price : 237.2}  { feed : btce - price : 234.39}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_35_49
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_38_21
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_41_23
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_41_55
 Sell Price 0.00422096
Buy Price  0.00418315,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_41_55
Strategy received a price change notification.,WARNING,com.nubits.nubot.tasks.StrategySecondaryPegTask,notifyPriceChanged,Feb_16_19_41_55
Mon Feb 16 19:41:55 UTC 2015 coinbase btc 237.98 USD 0.00422096 0.00418315 { feed : coinbase - price : 237.98}  { feed : bitcoinaverage - price : 236.76}  { feed : blockchain - price : 237.46}  { feed : btce - price : 234.0}  
,WARNING,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_41_55
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_44_23
sending Liquidity Info :
0.68077141
0.0
{"submitted":true},INFO,com.nubits.nubot.tasks.SendLiquidityinfoTask,sendLiquidityInfo,Feb_16_19_47_24
Walls needs to be shifted,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,verifyPegPrices,Feb_16_19_48_01
 Sell Price 0.0042311
Buy Price  0.00419319,INFO,com.nubits.nubot.tasks.PriceMonitorTriggerTask,computeNewPrices,Feb_16_19_48_01
